x,y,time,x_f,y_f
837,784,1688676346.8913975,811.9428569856793,358.08839021954253
824,792,1688676346.9988816,799.7328543833728,380.7784584243239
820,779,1688676347.1050613,788.9632263660044,403.4575638323504
785,747,1688676347.2576838,779.463457986536,425.92086889110016
769,725,1688676347.331065,771.0237735531756,447.91462890742804
782,700,1688676347.4511585,763.5029684844319,469.2116274997133
751,695,1688676347.556811,756.8176273926757,489.64777573331526
724,684,1688676347.667957,750.8077091231029,509.12667590900816
712,680,1688676347.7649155,745.2953205236403,527.5896394990084
694,661,1688676347.8717453,740.1593669447611,544.9798566346327
608,667,1688676348.013599,735.1941427999981,561.255705911423
677,534,1688676348.1029599,730.2336237060117,576.2342286646842
703,441,1688676348.2153025,725.4205431198784,589.4475135577133
717,374,1688676348.321512,720.965189398944,600.4389253938375
734,318,1688676348.4272978,716.9599353085107,608.9636792624345
737,323,1688676348.5218298,713.4555182966717,614.9767598813354
686,356,1688676348.646174,710.3787568381589,618.6882809715187
664,381,1688676348.7656329,707.5255271632052,620.4592810459346
648,399,1688676348.9078102,704.7265194066379,620.631481405521
619,427,1688676349.034865,701.8709146047386,619.5024324348722
596,452,1688676349.156774,698.8393946355461,617.3606255570061
609,497,1688676349.284786,695.577465345619,614.5052516903452
574,552,1688676349.3964334,692.081633535266,611.2769923599305
545,597,1688676349.5316136,688.2710939792721,608.0267720557894
527,634,1688676349.6503844,684.0387920794149,605.042359274415
549,624,1688676349.768225,679.390953935459,602.4728154824289
605,634,1688676349.8845537,674.5185680194784,600.3290463241962
620,582,1688676349.994582,669.6919157880021,598.517309057975
631,536,1688676350.1213658,665.0764422179046,596.808323311403
653,539,1688676350.2496097,660.7633153505179,594.9948749439901
675,566,1688676350.3569148,656.8586871616934,593.0795469177685
668,556,1688676350.4855616,653.4287953939908,591.1530794524806
636,541,1688676350.6092684,650.4086247385457,589.2162144045608
613,537,1688676350.7176003,647.6351323097059,587.2169768983961
636,550,1688676350.8415048,645.0180822303404,585.1589994213772
634,567,1688676350.9627805,642.5870744780378,583.117606015795
610,576,1688676351.0817149,640.3294434847495,581.1849816483234
625,555,1688676351.2322001,638.1889252468444,579.3814891256159
641,569,1688676351.354985,636.1979327254304,577.6762840291733
631,549,1688676351.4655795,634.4065500070138,576.0499760503278
638,513,1688676351.5893793,632.808649226945,574.4130238066887
663,481,1688676351.7152061,631.4356753194359,572.5946121682364
678,472,1688676351.830988,630.3773932442058,570.46492498091
678,525,1688676351.9608722,629.6873916242145,568.0735860300005
688,557,1688676352.0990322,629.3675461308254,565.6509766695085
687,519,1688676352.2317035,629.4085843144962,563.330219911098
688,564,1688676352.3505592,629.7854577360227,561.1156488398221
701,557,1688676352.465958,630.4811072008673,559.0749292550477
682,539,1688676352.580113,631.4696191453748,557.2207431087468
664,571,1688676352.6792898,632.6514348781002,555.5282123064483
650,553,1688676352.7987626,633.8982815983251,554.0312217633782
681,585,1688676352.915574,635.1740557363761,552.7589450191447
664,564,1688676353.0303915,636.5136225346959,551.731777656543
676,538,1688676353.161936,637.9155988579781,550.8772369496114
614,500,1688676353.278411,639.2846936450471,550.0196674692705
622,489,1688676353.3897316,640.4641078390305,548.9989915115169
635,502,1688676353.5111198,641.4185913599122,547.769550442302
649,550,1688676353.6389482,642.2364952357456,546.4527399818934
606,583,1688676353.7465436,642.9244774892306,545.2733367383743
638,614,1688676353.8661165,643.43362885581,544.4360466108742
690,627,1688676353.9979358,643.8866529021548,544.0678635378652
711,650,1688676354.1082077,644.5166328736289,544.2386799547821
744,694,1688676354.2592337,645.4871675482491,545.0415451485877
742,710,1688676354.399339,646.8811600152359,546.5911470235947
748,728,1688676354.4734514,648.6971144529103,548.9374221505757
746,734,1688676354.576939,650.8916970239158,552.0676868159143
772,746,1688676354.6888938,653.4531952400534,555.9425795982443
789,741,1688676354.7983587,656.4260720396862,560.4976358034155
759,715,1688676354.8998277,659.793538395301,565.5994630275201
742,552,1688676355.0021088,663.4065129678708,570.8385871145158
746,428,1688676355.098104,667.1301676618544,575.4730748930484
775,320,1688676355.222476,670.9603270342379,578.7796754759947
807,236,1688676355.354353,675.0009582903617,580.2581038306233
774,174,1688676355.4683614,679.2940818807081,579.597328149397
767,115,1688676355.5713232,683.7279656591998,576.6355140477918
728,73,1688676355.6731389,688.1359386530652,571.3072083754316
685,47,1688676355.774518,692.3075409473078,563.6452893556649
690,26,1688676355.9139268,696.0675586199392,553.7718885613317
701,6,1688676355.993616,699.4050889021588,541.8487572026953
693,-77,1688676356.1023762,702.3728693331464,527.9506473189067
711,-76,1688676356.2114718,705.0114686395598,512.0959888734044
751,-76,1688676356.3319898,707.4396263870807,494.4649717530466
771,-63,1688676356.4294825,709.8380108361841,475.3682905424497
788,-28,1688676356.5397918,712.3377078470362,455.16132357893537
825,42,1688676356.6544652,715.0466299950866,434.3032234846561
819,72,1688676356.7597392,718.0513236778708,413.28475130981525
805,145,1688676356.868015,721.3191675678978,392.5430267888776
790,196,1688676356.9695382,724.7316002989755,372.50267531029795
771,313,1688676357.0836647,728.161198190167,353.63467546594393
721,404,1688676357.205712,731.4352933595941,336.47653620065836
709,436,1688676357.3248224,734.3593132477038,321.43330710447094
697,494,1688676357.4341264,736.8270883513284,308.6822850509813
692,581,1688676357.5684624,738.8121694739021,298.4008896536922
690,641,1688676357.6524818,740.3186035058604,290.8168471251726
714,691,1688676357.7715511,741.4099052847204,286.0668854647524
739,723,1688676357.8852434,742.2273125709386,284.1615951343988
738,747,1688676357.9945345,742.9017293863398,285.014745663474
745,768,1688676358.104455,743.4881727132334,288.4788668705793
745,753,1688676358.2114277,744.0114982317065,294.33352747062446
766,741,1688676358.3168216,744.5162732864108,302.26209969938145
772,751,1688676358.462702,745.0717606485089,311.95742607414184
759,742,1688676358.581126,745.6986477062064,323.1753207426851
752,723,1688676358.6902337,746.3462242476305,335.6503222454136
724,694,1688676358.7965312,746.9280076387023,349.06581803741403
711,686,1688676358.9024873,747.3362614033684,363.11983710710757
690,551,1688676359.0007842,747.4770683140001,377.39938381368927
704,443,1688676359.1160367,747.3177337543736,391.23205130002174
667,296,1688676359.2793891,746.846864333261,403.85486615667674
622,178,1688676359.399342,745.9462993106721,414.5600369862648
685,123,1688676359.5039768,744.5728493687226,422.84553406962027
739,89,1688676359.632399,742.9819511635447,428.53397691731146
743,56,1688676359.7607148,741.4619849391744,431.637032257873
711,30,1688676359.8719487,740.0583015483654,432.22419392157013
752,12,1688676359.991634,738.739067847718,430.4060424821274
760,-40,1688676360.0982966,737.5880250873977,426.2795015873391
770,-21,1688676360.2256951,736.6922907881026,419.96091308556987
770,-17,1688676360.3494244,736.071227225182,411.70334984816066
778,5,1688676360.441815,735.725911698416,401.83097117100453
752,63,1688676360.5377526,735.6147049510583,390.72671505715834
749,88,1688676360.6471603,735.644816024507,378.8238694602512
743,111,1688676360.758157,735.7455676094683,366.4679508697692
749,111,1688676360.8657112,735.8957599538797,353.88293056157363
730,120,1688676360.9652112,736.0702795761459,341.2134571678118
674,251,1688676361.066402,736.1367230439844,328.76072304860446
649,288,1688676361.1708765,735.8777116672437,317.0257072149263
679,346,1688676361.2891238,735.2177616521558,306.38658359318913
692,423,1688676361.3977358,734.2732021950134,297.1269983787406
721,518,1688676361.5050743,733.2039487812069,289.60538454856123
712,598,1688676361.6339588,732.1201467826842,284.19082833271705
712,648,1688676361.737163,731.0457762810454,281.13974894407073
729,690,1688676361.8430376,729.9978465991305,280.54623640881476
694,744,1688676361.9558043,728.9782471197889,282.4303156985887
739,794,1688676362.05882,727.9782553488523,286.81296311891646
789,833,1688676362.1535583,727.1553700060139,293.6880697111334
813,846,1688676362.2611127,726.7431640777983,302.95945333032563
856,853,1688676362.4129171,726.9072337212298,314.42601615586597
838,816,1688676362.5326986,727.7206417841128,327.7749342126479
816,795,1688676362.6392643,729.0883243143676,342.60110379984116
798,801,1688676362.7348897,730.8268253512956,358.5553664872233
784,802,1688676362.84193,732.7815373610551,375.41385916960917
779,811,1688676362.9405975,734.8436006308906,393.0075825208382
762,796,1688676363.080476,736.9296231017952,411.16198886805347
774,761,1688676363.1472552,738.9853437030753,429.629786049723
754,708,1688676363.2625299,740.9828840404799,448.06783652541196
825,502,1688676363.3776512,742.9796176507656,465.863342102074
806,378,1688676363.4811459,745.1147167849485,482.1175060655396
827,290,1688676363.5883772,747.4401656861116,496.103957599286
845,230,1688676363.6883929,749.982332272036,507.45248047305597
855,134,1688676363.8320134,752.8016010197509,515.9292471873155
859,59,1688676363.9065719,755.9137814654272,521.3081870297245
869,10,1688676364.0224721,759.3108097817659,523.4520066088843
826,-35,1688676364.1348586,762.915000761516,522.369524377571
798,-45,1688676364.238247,766.5312030703636,518.1885297102323
812,-82,1688676364.3520658,770.0125483718559,511.1103076655925
806,-88,1688676364.454053,773.3440620855883,501.3494892783214
813,-99,1688676364.5625553,776.5351811853758,489.15773988895256
787,-109,1688676364.6727927,779.5556468332431,474.8066766464056
777,-72,1688676364.7824721,782.3252207866,458.6163833951661
778,-48,1688676364.893464,784.788217738496,441.0040625878192
744,-46,1688676365.0054433,786.9010000538235,422.3498689114544
727,-29,1688676365.114755,788.5650908532348,402.9385636549454
713,0,1688676365.2521677,789.6979330203031,383.05864775744476
657,142,1688676365.3547223,790.2009556640063,363.19351051893426
663,236,1688676365.489169,789.961836751476,344.0537143899809
693,340,1688676365.5988407,789.0395926139215,326.3103125038632
701,447,1688676365.7150433,787.6198492381951,310.5189561296742
724,539,1688676365.8413324,785.8642891963837,297.1668478807791
727,586,1688676365.9633338,783.9019778266178,286.570230176811
722,631,1688676366.080488,781.8012990606177,278.83929139449424
721,679,1688676366.2118084,779.577405598112,273.9885042904927
705,715,1688676366.3590744,777.2226186611755,272.00224261619655
706,749,1688676366.477519,774.7176592271405,272.8160823995068
714,762,1688676366.583526,772.0842175021035,276.30182087879473
733,774,1688676366.6934388,769.4039359159871,282.26322890749975
723,763,1688676366.8138723,766.7501383002027,290.44289587883685
732,788,1688676366.9417193,764.1472875455465,300.58141200484533
801,782,1688676367.0506282,761.7179809444082,312.46155010827334
757,796,1688676367.159832,759.6089570050987,325.8699648522974
764,774,1688676367.2702658,757.7812888489505,340.5672920258298
736,758,1688676367.3822408,756.1311608788357,356.26447498597827
666,641,1688676367.485945,754.4753480729519,372.51404115990437
685,551,1688676367.5942419,752.606026860155,388.664984963703
657,479,1688676367.7017288,750.468782269819,404.0929442618806
633,437,1688676367.8089008,748.0150314599098,418.37964496570225
614,403,1688676367.9033053,745.1533864553608,431.2834123305526
582,422,1688676368.0115976,741.8059301716755,442.7410293817883
544,384,1688676368.1261935,737.8662663199103,452.78784160293327
520,359,1688676368.2379446,733.2265618634777,461.3934692906056
522,433,1688676368.336983,727.8646983346538,468.6387126337491
514,408,1688676368.448404,721.8470908946371,474.7677874414555
515,477,1688676368.552853,715.2589623563579,479.99842214700425
514,461,1688676368.6483378,708.1886897719834,484.53654557937745
494,478,1688676368.7536855,700.6976774377443,488.50752088478725
466,500,1688676368.8553665,692.7730644417829,492.00634340708416
454,507,1688676368.9605093,684.3780687908308,495.16176344522995
470,528,1688676369.067456,675.5586556757036,498.07488848226
466,529,1688676369.196868,666.4345591770059,500.82735606152715
454,547,1688676369.305241,657.0854179132788,503.47997721786595
439,564,1688676369.3988323,647.5267151226651,506.10677766054556
414,570,1688676369.504852,637.7383984969819,508.7799985866597
438,588,1688676369.6137567,627.7419315141938,511.54790335306177
473,565,1688676369.7206838,617.7026611658385,514.4121326474818
484,560,1688676369.8179548,607.8375844706073,517.297468896419
494,555,1688676369.9301918,598.2842122227091,520.1291682077593
496,514,1688676370.0389118,589.1139852295548,522.8143177914288
479,533,1688676370.1441007,580.335882107063,525.2530755437184
487,541,1688676370.2523992,571.9248989933108,527.4644134406238
502,527,1688676370.3617678,563.9121412980345,529.4900603300766
511,550,1688676370.4679346,556.3714166814876,531.3420906438789
556,596,1688676370.5662055,549.4113807076474,533.1421152891818
573,577,1688676370.671676,543.1814799994461,535.0255999062889
625,500,1688676370.7811513,537.8331147454587,536.8717241363601
683,481,1688676370.8898623,533.5668544694499,538.3925459891949
729,445,1688676371.0007315,530.607058132451,539.3923531061719
738,417,1688676371.106645,529.0663077218451,539.7459266980933
749,421,1688676371.258076,528.9140611557691,539.3903914368751
767,396,1688676371.3623278,530.0767997432031,538.336588481689
734,381,1688676371.4776227,532.4298070793636,536.5748846529558
741,378,1688676371.6096272,535.7740103655418,534.1051974078819
716,319,1688676371.7164893,539.92109364466,530.8993932197201
673,362,1688676371.841109,544.6363771654167,526.93953770423
691,352,1688676371.963495,549.6963070006975,522.3530676389917
673,324,1688676372.0814085,554.998383772245,517.225470947579
652,344,1688676372.1958716,560.4289840102799,511.57638760017755
598,357,1688676372.3249831,565.7758998534817,505.53037921978944
592,390,1688676372.444677,570.819006946763,499.2802708109852
610,403,1688676372.5557184,575.4904851957459,493.01881803374584
581,404,1688676372.6780357,579.8035585704741,486.87171140210893
594,388,1688676372.7965775,583.7311693316676,480.8614465096003
577,374,1688676372.9155903,587.2616117779222,474.94293946774656
561,399,1688676373.038441,590.3618519626568,469.11337495602373
525,428,1688676373.1696877,592.934585768406,463.49267874418905
525,459,1688676373.2783518,594.8914475283046,458.25866130231145
538,500,1688676373.393285,596.2521302447943,453.5945041086088
537,586,1688676373.517653,597.1080112058803,449.7588516530072
594,579,1688676373.6510937,597.6067527708689,446.9885218999988
620,570,1688676373.755824,597.9865022535172,445.2798354483348
584,497,1688676373.9072094,598.3644228967883,444.3875996672593
560,494,1688676373.999418,598.636022952843,443.99981517379206
595,377,1688676374.140946,598.7391723909659,443.77873943129583
607,284,1688676374.266572,598.7759014604444,443.22504177775346
682,178,1688676374.3909032,598.949145220119,441.7782475940391
726,107,1688676374.513896,599.5450795116695,438.9904096775218
808,86,1688676374.6458545,600.8743762528069,434.62521450419223
820,68,1688676374.7529826,603.1741180218319,428.68247166388267
835,24,1688676374.8757417,606.5058282797046,421.21516440248246
846,-9,1688676374.9932902,610.818968879258,412.2239992830043
808,9,1688676375.1315835,615.9835247444281,401.7873336285727
811,-4,1688676375.2582731,621.7888829927176,390.10377961343687
776,-19,1688676375.378304,628.0355261565593,377.33931624343705
759,-38,1688676375.5008724,634.5174661541434,363.5916913326918
705,-11,1688676375.6289423,640.99192621463,349.0068211742896
707,-13,1688676375.7419074,647.2417256323049,333.80653553939186
655,26,1688676375.8665442,653.1045988772432,318.2353725761972
588,82,1688676375.9822526,658.3395448321171,302.6167757726388
459,66,1688676376.095057,662.5208786982125,287.2448155515774
402,67,1688676376.2362618,665.1758087615488,272.2201408728006
419,37,1688676376.3630521,666.1186071715853,257.5297664150813
463,72,1688676376.48413,665.5546966992462,243.1893935859003
430,46,1688676376.608116,663.7513595731873,229.26664906963393
495,70,1688676376.7331889,660.9125516197812,215.80934928305453
426,217,1688676376.8459835,657.2048673692314,203.09470045565763
493,281,1688676376.9761999,652.7326831954972,191.67818983330582
500,322,1688676377.0953164,647.7080487118043,181.95262253674258
549,405,1688676377.2243822,642.4088349806775,174.13220239561247
555,444,1688676377.3371334,637.0574612790143,168.42231857148622
558,484,1688676377.4618576,631.7844404971692,164.9285103352934
572,466,1688676377.5799913,626.6504629553133,163.58584510926804
584,443,1688676377.6941774,621.7339030377807,164.1479633305557
563,461,1688676377.8175735,617.065552356542,166.34375667379555
544,514,1688676377.9307787,612.5748925012185,170.0850390943665
521,565,1688676378.0530188,608.1494787512336,175.44341899574619
477,586,1688676378.1705053,603.6487944981837,182.47496294907484
458,611,1688676378.2973852,598.9168118646523,191.1351344918183
469,638,1688676378.4235582,593.9016479649464,201.34527067176273
498,635,1688676378.5277822,588.7093179827855,212.99370672092078
561,640,1688676378.6593544,583.5821039920183,225.89891482463932
580,641,1688676378.7793975,578.7978893705997,239.86476417815774
611,616,1688676378.9490013,574.5418190335307,254.67149538895973
631,590,1688676379.1076233,570.9310786791993,270.03411403380125
643,550,1688676379.2402327,568.0403917062753,285.6328835741103
658,498,1688676379.347299,565.8972675737979,301.12031805972697
643,496,1688676379.4593248,564.4750989810021,316.20372288716425
656,444,1688676379.5913396,563.7034050858791,330.67920265730356
640,404,1688676379.705003,563.5109226732732,344.312254392054
623,376,1688676379.8176386,563.7851172547745,356.8774951396883
638,353,1688676379.9374814,564.4240298490672,368.2395350004205
663,374,1688676380.063579,565.4411599999709,378.3808950287131
677,376,1688676380.1846273,566.9063906838819,387.4014104556746
708,358,1688676380.2982635,568.8869452161092,395.37647769611556
707,377,1688676380.4178257,571.4267792904899,402.34747404339817
687,387,1688676380.5522532,574.4653315848905,408.4231755882216
654,403,1688676380.6614702,577.823992907655,413.7427490340016
620,486,1688676380.7865677,581.2737399987764,418.53761261069076
601,486,1688676380.90067,584.6091209538431,423.1013411394956
586,485,1688676381.0133343,587.695285269025,427.5515764939171
585,491,1688676381.1394386,590.4671981618925,431.88006096936124
566,492,1688676381.3003542,592.8890041277821,436.09182990548493
533,503,1688676381.4023757,594.8779719733018,440.2023192322471
529,505,1688676381.5310266,596.337726560868,444.23471654620073
497,542,1688676381.6562998,597.2085570662621,448.2497508673995
499,597,1688676381.7813957,597.4507328112694,452.4175073539888
518,570,1688676381.8862631,597.115826793683,456.8731727925291
545,611,1688676382.0148234,596.3646176286982,461.62183737690185
563,640,1688676382.128531,595.3785326626476,466.72782269070655
550,676,1688676382.241409,594.2612604069524,472.3212458491613
538,705,1688676382.3663783,593.003873002607,478.5083555611265
543,708,1688676382.4969056,591.5816361814085,485.33243361322263
539,699,1688676382.6027007,590.0114450094852,492.72454141801717
413,697,1688676382.7277174,588.1292259501545,500.5567234107197
387,632,1688676382.8469448,585.5660282720214,508.6226180657061
324,603,1688676382.965018,582.0557397126298,516.6147132070181
275,555,1688676383.0872033,577.4243570702774,524.2436557030824
270,558,1688676383.223388,571.5739912177372,531.324403216721
335,530,1688676383.3441973,564.675980289645,537.7707206332249
440,485,1688676383.4493284,557.2176717798142,543.4681754685743
500,538,1688676383.5759153,549.7921076367709,548.367072137518
555,528,1688676383.70239,542.8492072038345,552.5974310896991
591,568,1688676383.8068173,536.6803827321437,556.3117080128322
572,539,1688676383.9588792,531.3983828707185,559.6024905159356
580,544,1688676384.0483103,526.9495813148112,562.4760518290641
599,604,1688676384.1683438,523.2957558944651,565.0194972668658
629,649,1688676384.3014631,520.485884896897,567.5015372997582
661,677,1688676384.407486,518.6100855226945,570.1746711760712
687,653,1688676384.5326326,517.7566955566331,573.1158521634925
638,652,1688676384.655918,517.874339048365,576.2489047993683
680,669,1688676384.774076,518.8162095408785,579.5221140983884
646,669,1688676384.8944225,520.4915058540208,582.9498701824408
645,673,1688676385.021632,522.7737005313239,586.5265771515553
671,666,1688676385.1245334,525.5709153326171,590.2170783727292
653,644,1688676385.2479806,528.8608731708802,593.9409432207042
610,644,1688676385.3757973,532.4948630318567,597.5981973930755
552,649,1688676385.4923403,536.17824878147,601.1495507092156
500,556,1688676385.619888,539.5753855922718,604.4638525710639
435,466,1688676385.739448,542.3642093867081,607.149935361494
364,397,1688676385.8894682,544.2220545503737,608.7575452188514
281,312,1688676386.028108,544.81150397794,608.9325849265429
177,219,1688676386.152397,543.7634231519074,607.3388007930589
113,164,1688676386.273321,540.7366232809798,603.694470454023
33,126,1688676386.3901668,535.5003587733202,597.8839592750553
-8,132,1688676386.5107355,527.929909720275,589.9862968644763
-83,157,1688676386.6459546,517.9683393429373,580.2659369023222
-150,189,1688676386.7854774,505.54796328587753,569.1004570799761
-155,229,1688676386.9034123,490.68702906376444,556.8961758388414
-152,257,1688676387.024485,473.62109697223286,544.0388319269674
-98,294,1688676387.1516502,454.7626859478469,530.8671419506286
30,411,1688676387.2620482,434.760746334793,517.8119065651917
134,408,1688676387.3918924,414.45880065340947,505.3296326591345
173,425,1688676387.5005147,394.5562561639988,493.62048213675405
207,471,1688676387.619931,375.44381250696046,482.7843651515694
242,534,1688676387.7602217,357.3580949077302,473.04463247419056
255,597,1688676387.9011261,340.46821487836377,464.68693149952503
280,647,1688676388.004842,324.87310255009595,457.96460823289607
279,661,1688676388.1362689,310.6185611128805,453.0040077306373
283,669,1688676388.279805,297.68648759204746,449.7746487389068
360,707,1688676388.398803,286.13638156583437,448.2127710985418
444,717,1688676388.5233371,276.2446805654383,448.28962224164917
475,727,1688676388.6439266,268.2987880449341,449.9318194516513
487,741,1688676388.768245,262.37172717878127,453.02940463320647
533,738,1688676388.8809426,258.43357324247063,457.4622958720118
522,728,1688676389.0144184,256.43419403021517,463.06106758033974
555,711,1688676389.118034,256.2646817156136,469.61167211715696
582,702,1688676389.2421575,257.8534731324427,476.8979865171782
625,693,1688676389.3652852,261.19650743301736,484.7355016989098
629,690,1688676389.481558,266.2608488105502,492.97639487538066
630,692,1688676389.5994039,272.91179689554457,501.51092552475154
644,688,1688676389.7137,280.97269412605283,510.2538226844426
643,694,1688676389.848404,290.288931201716,519.1319617016056
675,718,1688676389.9653308,300.7382428262838,528.1259664181094
682,721,1688676390.0794685,312.24265818424277,537.2544184644129
655,711,1688676390.2041898,324.65157705386923,546.4789930859747
629,696,1688676390.324435,337.6902769811921,555.6887148142065
648,706,1688676390.4543676,351.12829276532153,564.787303076787
698,719,1688676390.5624843,364.9356703504514,573.7595276247946
674,710,1688676390.67994,379.1317534539015,582.6056760005945
646,607,1688676390.7975824,393.5544448075337,591.1291204670747
553,608,1688676390.9190006,407.84219121593424,599.0006471072833
480,517,1688676391.0363905,421.50540128490815,605.96171436277
390,455,1688676391.169131,434.0481873215077,611.7116657102848
416,441,1688676391.279056,445.18272983090384,616.0090746968734
465,356,1688676391.4010122,455.00815078822154,618.7254796843379
628,278,1688676391.5196521,464.02483490854434,619.627839993956
789,233,1688676391.651389,473.049742069361,618.4831316116448
900,200,1688676391.7570338,482.901631491218,615.2192723871175
1008,200,1688676391.8999932,494.1545385749172,609.9159243524174
1096,205,1688676392.0004213,507.2026232312778,602.7778090466724
1151,207,1688676392.1181893,522.2767937798753,594.0573995829732
1211,227,1688676392.241842,539.4532177221549,584.0147472885556
1287,248,1688676392.3645153,558.7774890419228,572.9400472572648
1338,229,1688676392.500433,580.2953927370564,561.0697171761611
1427,250,1688676392.602342,604.0409056133202,548.562859412075
1158,359,1688676392.7262652,629.5819747209705,535.7529341141025
1002,363,1688676392.848577,655.6944168969495,523.1025695804227
915,441,1688676392.9615803,681.1873244495946,510.95450210455357
789,500,1688676393.082057,705.3091021684252,499.64758679011857
694,523,1688676393.2017477,727.4274942007399,489.48008885573887
617,550,1688676393.3360202,747.048539398613,480.5848520202914
556,585,1688676393.4696155,763.8663909767381,473.04401094606624
513,579,1688676393.604953,777.7233502146603,466.8923835535128
506,609,1688676393.70385,788.6244747909018,462.09736134264153
499,634,1688676393.8302884,796.7233468010944,458.6598850277835
502,620,1688676393.9499085,802.2411307133069,456.5538168102825
542,634,1688676394.0691445,805.4742679263979,455.667460652712
577,612,1688676394.2019415,806.8170233270718,455.8659208587473
590,631,1688676394.312577,806.6405539223604,457.01775573602896
607,587,1688676394.4377756,805.219973835517,458.9748894559141
601,622,1688676394.5490415,802.7545628998587,461.5913324912887
612,617,1688676394.674264,799.392147849049,464.81311330927383
607,590,1688676394.7944891,795.2629296774306,468.5547271784295
601,578,1688676394.9153147,790.4644737219189,472.6356174182734
623,538,1688676395.03392,785.1026340472766,476.86296679387766
570,572,1688676395.1665554,779.2461449493331,481.11170240797173
439,700,1688676395.291214,772.6666276648956,485.58305952059374
397,759,1688676395.422511,764.9561036135472,490.7383178714317
353,758,1688676395.540596,755.8996164382302,496.8339597997043
374,740,1688676395.659105,745.5322966352521,503.79240799834093
478,650,1688676395.799066,734.2021306285126,511.29619459992
553,609,1688676395.9319036,722.5218201491583,518.8941179055945
623,569,1688676396.053081,711.0709078345022,526.2214386493016
674,526,1688676396.1690068,700.2816913848194,533.0236569501733
747,504,1688676396.3160374,690.5063531895768,539.0995558063277
839,483,1688676396.4473739,682.1184821999035,544.3319043194792
894,474,1688676396.557863,675.4778919402169,548.6719852198202
929,503,1688676396.7105124,670.7865036385493,552.1736575946226
857,513,1688676396.8064194,667.9442195673931,554.9910286056227
824,499,1688676396.919531,666.5651940397128,557.2308595348127
739,511,1688676397.0891666,666.1770495756872,558.932037907991
709,516,1688676397.2939546,666.3366855794601,560.1632538144356
768,533,1688676397.4373705,666.8596200494085,561.0238525985347
780,556,1688676397.5470223,667.8509413568382,561.638562799773
785,575,1688676397.6843357,669.3843681646168,562.1497025939293
814,573,1688676397.8174026,671.468522531446,562.6515484719685
813,576,1688676397.947481,674.1239968921998,563.1684898258726
874,551,1688676398.0679097,677.4039317356729,563.6651695087738
850,533,1688676398.1840646,681.3653928646812,564.0456598150071
866,511,1688676398.3044555,685.9559056583091,564.1984600143468
798,512,1688676398.4331212,690.9945500766562,564.0573433450646
764,513,1688676398.5474076,696.1792195452708,563.6262572370115
776,505,1688676398.686558,701.2826654492627,562.9309258335238
783,508,1688676398.8146424,706.2791616974948,561.9856659682708
765,501,1688676398.9323802,711.1624187508154,560.8091427124765
749,497,1688676399.0472727,715.8498866908159,559.4106275456538
822,474,1688676399.1813166,720.3683939912725,557.7660468509802
824,486,1688676399.2947211,724.9024972576229,555.8553015985624
806,481,1688676399.4209008,729.5103742364586,553.7117384927112
785,472,1688676399.5298042,734.0767656216992,551.3621661335103
810,478,1688676399.6518545,738.528063592865,548.8171390429837
746,471,1688676399.7675395,742.7990814859077,546.1062757527028
748,483,1688676399.891862,746.7359333532461,543.2687595046348
748,523,1688676400.0152607,750.262905375338,540.4179765457156
700,531,1688676400.134588,753.3351469321495,537.7184035648954
659,537,1688676400.2537034,755.7819778967495,535.2606933747878
596,531,1688676400.3895924,757.3723672735429,533.0542753005195
610,530,1688676400.5281098,757.9631700254871,531.0753733931136
555,540,1688676400.6458187,757.5243844063261,529.3145567852022
571,547,1688676400.7707136,756.0498338733272,527.7972432324704
545,545,1688676400.8803732,753.5854370454854,526.5388939337105
593,491,1688676400.99938,750.2673720876508,525.4449634842604
620,482,1688676401.114186,746.3469125205055,524.3303510668883
615,511,1688676401.26241,742.0524126390752,523.1408134105218
651,523,1688676401.413601,737.5259720903938,521.9804981761647
656,516,1688676401.544513,732.9239062998882,520.9204622272307
637,545,1688676402.360005,728.3206468927488,519.99588285993
645,510,1688676403.3367438,723.7066770012962,519.2213391562781
602,459,1688676403.446629,719.0428027286457,518.4508986107085
584,362,1688676403.550031,714.2210537544428,517.3460937076235
491,323,1688676403.66599,709.0344935021831,515.5328447266154
471,251,1688676403.7694778,703.2239800832954,512.7347555627927
470,225,1688676403.8766687,696.6930487018543,508.7659148361636
444,196,1688676403.9806275,689.4854992292229,503.54881074232867
451,146,1688676404.0890176,681.6474112900636,497.0492124521529
453,102,1688676404.2156754,673.2764062815473,489.1869104199581
473,91,1688676404.3316545,664.5229703567798,479.9332494985977
498,128,1688676404.4539917,655.5766898547265,469.4464027195207
495,172,1688676404.5638382,646.6083263456093,458.0742034509967
456,248,1688676404.6609156,637.6434408347782,446.2706641087974
403,298,1688676404.7707129,628.538001805233,434.5104124128691
406,383,1688676404.8833623,619.1522490677498,423.23982616224316
396,466,1688676404.989155,609.487203034397,412.916917424625
434,516,1688676405.0967379,599.6595944469996,403.943015595229
434,541,1688676405.2266376,589.8406944354865,396.5331705521141
435,559,1688676405.3225284,580.1441721913172,390.7388909864434
449,574,1688676405.432812,570.6373474876735,386.5353215568927
480,560,1688676405.5333762,561.4437544562311,383.82942574812415
525,571,1688676405.6463943,552.7613875601709,382.47648997394907
552,567,1688676405.7544756,544.8039335007185,382.34789275289086
591,569,1688676405.8628385,537.7437049543984,383.3228447771542
602,596,1688676405.996844,531.6974197019373,385.3190132535185
643,585,1688676406.0808766,526.7430795598873,388.2831009495178
