x,y,time,x_f,y_f
602,238,1688676282.2912974,659.2028122441035,345.44798523034575
599,201,1688676282.4242241,661.7518830375641,346.12008630287477
555,156,1688676282.5447865,663.6052012048953,345.85998647383315
590,139,1688676282.6838846,664.7431655763894,344.5565248077835
646,180,1688676282.7985015,665.3544416463138,342.2715203243233
614,206,1688676282.9190414,665.6592297891679,339.2548730155143
661,153,1688676283.0417366,665.7450943478534,335.6598073509533
692,161,1688676283.1931787,665.7707147241014,331.4628537406821
678,120,1688676283.28608,665.8813498172694,326.6377538715695
691,82,1688676283.4109328,666.0908260156959,321.1149194492122
691,118,1688676283.5179863,666.4050802113795,314.8815520926546
693,79,1688676283.646425,666.833202538088,308.0416155527366
681,30,1688676283.7752614,667.3489904901362,300.5657898260089
708,7,1688676283.8795161,667.9475164378957,292.3305568507972
692,-12,1688676284.0008795,668.6546283075775,283.2971838535322
696,-37,1688676284.126095,669.4532930536517,273.4766767258201
696,-39,1688676284.248843,670.3174871394457,262.90545019506675
684,-35,1688676284.3547573,671.2235422994191,251.68782047165038
662,-47,1688676284.4865656,672.0944089497525,239.94872313970595
646,-21,1688676284.6035376,672.82329225026,227.82056427454364
652,-5,1688676284.7166848,673.3506019297981,215.49728615546078
635,-3,1688676284.846971,673.6637245621532,203.15941665332227
617,-11,1688676284.963146,673.7160315587797,190.89830246588758
540,41,1688676285.08504,673.3443636181987,178.83328738079396
464,196,1688676285.2017715,672.2324791860431,167.3818115678399
418,288,1688676285.325703,670.0622308356045,157.21095383886146
466,313,1688676285.4469886,666.7820541999408,148.77833542910972
509,330,1688676285.556415,662.6641168338205,142.18314007805515
513,395,1688676285.6823413,658.022720573905,137.452117735468
539,427,1688676285.8008194,653.0528556558241,134.6788004234593
549,399,1688676285.9234679,647.9148102978119,133.8212302399447
616,409,1688676286.0565507,642.8217893272758,134.6623019533936
667,363,1688676286.1719496,638.084331942299,136.93925922515444
639,278,1688676286.277455,633.8991617700472,140.24317501595547
607,209,1688676286.4026105,630.1784934253433,144.02941115291523
642,213,1688676286.515359,626.8117835273201,147.90444424092993
743,169,1688676286.6580527,623.9849704749599,151.68253114938483
673,176,1688676286.764184,621.9022498011182,155.2390344164452
589,170,1688676286.8871815,620.3174443840188,158.52375107727354
577,196,1688676287.005806,618.8214594631456,161.57679440887105
550,257,1688676287.1122458,617.2160831674943,164.56130566097403
521,327,1688676287.2415628,615.3831610147988,167.78614698114072
558,278,1688676287.3658588,613.2871088534539,171.42964969439393
568,272,1688676287.5304368,611.0484077485359,175.3766433428508
555,255,1688676287.601033,608.759590773304,179.45789152986444
606,215,1688676287.7163365,606.4905704607881,183.51825611743666
621,138,1688676287.843167,604.404792568785,187.2814452071112
592,161,1688676287.9647908,602.571305654717,190.50637837564196
600,116,1688676288.0866604,600.9230564124829,193.1195689016524
614,173,1688676288.235162,599.451663774345,195.15546241961206
566,201,1688676288.3673408,598.1295628082704,196.80489425239412
573,335,1688676288.5025482,596.8389914288913,198.4604586188531
630,533,1688676288.6163673,595.6178572386193,200.834970632284
673,642,1688676288.747109,594.7060779841787,204.77427379654097
773,710,1688676288.864746,594.4321548305425,210.79912313266365
905,744,1688676288.9934747,595.2795108383399,219.06315767543288
849,773,1688676289.0999436,597.5760434247428,229.52385252661563
721,766,1688676289.2502298,600.9976807285344,242.01318590543963
800,818,1688676289.3927436,605.0648869162961,256.34259186322487
800,827,1688676289.52267,609.7298165706492,272.3896676365975
947,850,1688676289.6472025,615.233079723504,290.0158051489057
1008,891,1688676289.7572963,621.9738933241646,309.0921302557427
1068,855,1688676289.8958457,630.264149463138,329.4553165922549
1034,831,1688676289.999219,640.1074153818039,350.77017206057053
1116,845,1688676290.1422477,651.3909262690867,372.70925290483063
1108,877,1688676290.2861218,664.0756185017827,395.1310945376701
1108,846,1688676290.4101615,678.0363582280678,417.92239735400864
1115,875,1688676290.5471964,693.0556303491716,440.90935710975845
1114,884,1688676290.6585343,708.95310926347,463.98948020624005
1146,952,1688676290.7839653,725.5974393270934,487.18616118362314
1173,982,1688676290.8980618,742.9443023200564,510.60748235837303
1166,1026,1688676291.0171587,760.9338281971865,534.3444433687324
1178,1048,1688676291.147653,779.4296358212646,558.4297738756991
1160,1082,1688676291.2796364,798.2686728662594,582.8643690956574
1156,1068,1688676291.4155757,817.2635138387379,607.5796466082021
1100,1114,1688676291.5326874,836.1664981745266,632.4774657364501
1085,1091,1688676291.6580627,854.6848395398908,657.47333786904
1099,1120,1688676291.7659872,872.6451883364934,682.4530319000373
1096,1133,1688676291.8949056,890.0157451759067,707.342247926925
1036,1162,1688676292.017149,906.680750776104,732.1277354443604
1110,1144,1688676292.1313362,922.545152510721,756.7528657910981
1133,1183,1688676292.2489924,937.7628101399807,781.1371680518827
1108,1221,1688676292.3723261,952.4517546744304,805.306666862416
1233,1213,1688676292.517646,966.7250818647763,829.2990804304017
1368,1126,1688676292.6575975,981.0699532803142,852.8974073779349
1304,947,1688676292.7997413,995.879385382278,875.4764860224783
1110,796,1688676292.9159214,1010.7440216449369,896.138910338187
915,720,1688676293.0294456,1024.623884144081,914.1500404642028
745,689,1688676293.1473165,1036.4375842983532,929.1945264222275
608,614,1688676293.273057,1045.34968597505,941.184709021736
526,558,1688676293.3898268,1050.8433989447694,950.024906668001
435,516,1688676293.5167894,1052.672500941017,955.6596640153035
383,523,1688676293.632235,1050.7493973191545,958.1986639562059
389,475,1688676293.748288,1045.2035960768394,957.8416134031613
382,431,1688676293.8680885,1036.3800575958019,954.7007170117657
383,409,1688676293.9838705,1024.665183003307,948.8560738133826
431,339,1688676294.1085434,1010.4948287181277,940.3951842124887
394,316,1688676294.2749352,994.2982412130774,929.3721339818258
386,326,1688676294.4033492,976.3337490257321,915.965965306677
372,319,1688676294.5244727,956.7945356690532,900.4913626258733
337,325,1688676294.6503632,935.8568173643846,883.2595680614247
339,336,1688676294.767617,913.6703498831647,864.5798489950071
373,349,1688676294.893944,890.5008687075576,844.7739976287326
482,359,1688676295.011908,866.8495388581501,824.145314848423
463,370,1688676295.1343806,843.2466484828497,802.9656055723175
481,361,1688676295.2670922,819.9555911011994,781.4505523810102
485,391,1688676295.4011693,797.1106685478157,759.795100861138
539,427,1688676295.5213933,774.91580372071,738.2681887320203
572,424,1688676295.6341317,753.6448021456258,717.1272618542969
629,437,1688676295.7604222,733.584085650123,696.5184327077931
650,449,1688676295.884483,714.9696684385847,676.5576087190694
563,401,1688676295.9949355,697.7758907480678,657.2773653616503
562,396,1688676296.1182961,681.7284715366228,638.5886820712566
525,409,1688676296.2768853,666.6162738751037,620.4728543622699
476,412,1688676296.4003725,652.2478345644224,603.0107994805037
425,409,1688676296.5129008,638.3567265263495,586.2593789508967
425,412,1688676296.6118429,624.7530047885527,570.241886482652
494,343,1688676296.726937,611.5124283421386,554.8782507887797
541,364,1688676296.8511539,598.9451234282641,540.022733381793
560,413,1688676296.96298,587.3202415149664,525.741046599262
577,467,1688676297.0853233,576.7559774272248,512.3096717553477
588,434,1688676297.2237866,567.296248240839,499.8992815660783
589,471,1688676297.3564725,558.9387481258428,488.51168333622377
628,467,1688676297.4726295,551.692526345972,478.1600717009507
691,459,1688676297.5995085,545.6909214717318,468.8267643205405
737,470,1688676297.708412,541.1469577653714,460.4460609589295
719,563,1688676297.8301187,538.1343766308971,453.12340796826
736,569,1688676297.9582765,536.5491648135359,447.0874901417815
740,670,1688676298.092509,536.2796513600823,442.53978033289263
739,638,1688676298.214789,537.2240701173146,439.6079158811781
780,682,1688676298.3427382,539.3120712829036,438.25757048503704
773,680,1688676298.464906,542.519393278143,438.4092454457334
767,695,1688676298.5795527,546.7401884430692,439.98447809620853
760,700,1688676298.7010124,551.8050130224401,442.8725230499736
740,696,1688676298.8151104,557.5368207430711,446.9490371884967
682,652,1688676298.9481325,563.6781420001641,451.9962618607452
668,649,1688676299.0554268,569.9303335502126,457.74340747819014
620,617,1688676299.1808605,576.0489571788477,463.9631170667125
550,629,1688676299.302126,581.7487456181557,470.4887205350721
516,660,1688676299.416694,586.7154256938884,477.2834809892207
510,620,1688676299.5402496,590.7862765419212,484.3290546807386
520,498,1688676299.6690803,593.9790478121995,491.30746533104735
541,445,1688676299.7748692,596.4186977950015,497.6915935429425
579,431,1688676299.9046671,598.3019559974259,503.15234729976646
579,418,1688676300.031004,599.8183512228486,507.61733200015294
619,362,1688676300.1338573,601.1117988836154,511.02467555548725
668,318,1688676300.2890694,602.3870304327861,513.2183479937545
700,349,1688676300.4296784,603.8873549075934,514.1478252145819
699,339,1688676300.5636091,605.744250219476,513.9524322731197
671,435,1688676300.682301,607.9122419656698,512.9083406580656
712,404,1688676300.7963552,610.3224705326717,511.3320348969843
726,362,1688676300.9169078,613.0348709468215,509.277049610019
741,391,1688676301.339184,616.1247227171845,506.6799054806838
653,376,1688676302.3502197,619.4697958897475,503.6143362155496
547,346,1688676302.453713,622.6327864288841,500.1022138795102
377,311,1688676303.343552,624.9263159337121,496.0500770936842
224,346,1688676304.351365,625.5516037447825,491.443337768703
210,359,1688676305.2730298,623.9632717796219,486.43760867352967
169,331,1688676305.3861883,620.0786236415905,481.15250247269967
144,321,1688676305.4959164,613.9849642941888,475.57078515309894
106,313,1688676305.6236787,605.761633715428,469.67438176194537
83,271,1688676305.7346454,595.4994110249069,463.431395870006
65,236,1688676305.8331912,583.3236648475378,456.7289488819806
38,214,1688676305.9383678,569.3811954142669,449.45848592439705
12,193,1688676306.0489886,553.7961307682377,441.57597533169877
-11,187,1688676306.1611943,536.6832971890799,433.08951989936963
-40,197,1688676306.2657304,518.1558452180448,424.07870817494705
-77,212,1688676306.3813682,498.2984137087621,414.69394392809807
-102,241,1688676306.4711885,477.179882212291,405.13054564380417
-3,331,1688676306.5843945,455.07420771458413,395.70192486042566
181,387,1688676306.6889071,432.73733064347425,386.8370326956336
305,430,1688676306.7973647,411.18952944509795,378.8870947078159
455,469,1688676306.9051921,391.3259028916297,372.0673243697398
581,502,1688676307.0003407,373.89063484624705,366.5241415741842
616,564,1688676307.1168406,359.3699465396812,362.4001108377213
620,600,1688676307.2267308,347.8348794593251,359.8525426796972
613,634,1688676307.3295121,339.09143999802905,358.97636279823723
663,675,1688676307.435992,332.9555615023017,359.8130499896909
660,678,1688676307.5476294,329.3204755573298,362.35162693036204
648,681,1688676307.655198,327.9911029225343,366.47129879686463
595,740,1688676307.762298,328.6154412352339,372.08107608645855
525,734,1688676307.8701258,330.7089978315259,379.15962279802255
540,709,1688676307.968036,333.84430866902386,387.5431076958577
553,755,1688676308.093726,337.8538455901063,397.03045768793726
547,717,1688676308.2144296,342.6733540590328,407.4923901107202
557,695,1688676308.317009,348.2054665182493,418.6889486826843
579,680,1688676308.4154587,354.39548759381074,430.33525650735936
597,666,1688676308.5105329,361.24332575066865,442.2191666411594
649,716,1688676308.6184826,368.80067452402284,454.2563322802306
682,729,1688676308.7143304,377.17550657834624,466.50506332620887
712,765,1688676308.8228047,386.4493965419473,479.03532412637395
735,794,1688676308.9458013,396.64322484183907,491.91099453059724
719,808,1688676309.102718,407.68831048266236,505.17842522855426
759,809,1688676309.2208798,419.47576420338174,518.8036007455792
791,808,1688676309.3214872,431.9989623412168,532.6910442946569
849,817,1688676309.4278438,445.3442860335606,546.7435451817831
802,784,1688676309.5616453,459.49491440594863,560.8380246259583
810,776,1688676309.6339722,474.2422415176964,574.7923821657093
791,742,1688676309.752398,489.3639179700086,588.4181541385217
741,703,1688676309.8585017,504.6148883656273,601.5017926942469
686,670,1688676309.961947,519.6375279773364,613.8114840891953
628,679,1688676310.0727756,534.0487785463021,625.2160747597095
615,581,1688676310.1769507,547.5592504867618,635.5786289901425
612,538,1688676310.2876093,560.057282961443,644.6114517158194
619,544,1688676310.4153006,571.5586864818468,652.141035588968
591,487,1688676310.5310707,582.0761238872755,658.152685975834
577,485,1688676310.648423,591.5593485756416,662.6099378477148
586,498,1688676310.7515063,599.9928802540228,665.5800262181344
597,529,1688676310.879465,607.4597747222837,667.2825969282682
579,542,1688676311.0173938,614.0370785495097,667.969907945751
573,528,1688676311.147687,619.7345276088473,667.8077375141604
570,542,1688676311.272706,624.5630573134039,666.8849793087783
566,565,1688676311.3951876,628.5624259755765,665.3412518527462
464,524,1688676311.5117385,631.6310665307115,663.2787651336992
420,502,1688676311.6442447,633.4800729753962,660.6456215338164
331,554,1688676311.7886927,633.8185635975955,657.4689931917887
234,538,1688676311.9020252,632.3365617915279,653.92129847491
192,559,1688676312.0133529,628.7585926481039,650.1223845908573
147,545,1688676312.1415248,622.9953716703849,646.1385034350199
116,586,1688676312.2878175,615.0720314951324,642.0622222355283
162,533,1688676312.4325917,605.1730234825634,637.9490929209808
199,434,1688676312.5640435,593.7077102876701,633.5870025436315
344,465,1688676312.685478,581.2960079191886,628.7056437917306
378,420,1688676312.803641,568.6386598753827,623.2682146715654
449,370,1688676312.9192863,556.2513762989956,617.2055180221113
551,328,1688676313.0548398,544.5852241971684,610.3451186179575
543,259,1688676313.2045481,534.0234705300196,602.5139789852435
549,260,1688676313.320514,524.6463982894396,593.5980910484972
564,311,1688676313.4313412,516.4120408266792,583.7404096174738
599,319,1688676313.5524092,509.3522788640501,573.2602704244968
661,329,1688676313.678362,503.6000144011645,562.397272122393
724,326,1688676313.791091,499.376296136709,551.2919158775944
799,369,1688676313.9110374,496.9299758900174,540.1035395013706
778,407,1688676314.0316205,496.3693710605709,529.0835234390581
729,367,1688676314.146684,497.4758706221276,518.3943217075778
682,264,1688676314.2719429,499.8245292382208,507.8514447305291
672,247,1688676314.3985844,503.04688400902734,497.1162262989977
681,193,1688676314.510315,506.9472050572977,485.9921701637085
649,129,1688676314.6326566,511.39616503300994,474.30866590727925
619,119,1688676314.749378,516.1855393045241,461.91194408935706
601,155,1688676314.8808093,521.0904286959498,448.8793938972882
584,158,1688676314.9879649,525.9484529318235,435.44940038232807
590,216,1688676315.118323,530.6687600979284,421.8888214477574
586,197,1688676315.246399,535.2250302617113,408.43719283366823
575,218,1688676315.3783948,539.5888186801762,395.221832491565
574,241,1688676315.5073946,543.7153072349424,382.3625940627326
557,246,1688676315.6289666,547.5613927990286,370.00269208901875
557,250,1688676315.7329385,551.0828313725269,358.2161082498593
558,252,1688676315.8916101,554.2697502535825,347.0334753117618
564,256,1688676316.014545,557.1504076471539,336.4742738764246
614,273,1688676316.1597035,559.8323940741736,326.57424184521307
644,277,1688676316.2805803,562.520002412281,317.38345407420087
688,289,1688676316.4059038,565.422340552562,308.93524267623127
687,291,1688676316.5309386,568.6710870090731,301.2448362671696
697,310,1688676316.6537976,572.2868807932988,294.3287427001454
680,293,1688676316.7768722,576.2128456145643,288.1796318725836
671,315,1688676316.8943214,580.3450395479612,282.7630320897279
660,310,1688676317.0120878,584.5702225980718,278.06576872249815
622,340,1688676317.122415,588.7528596389081,274.1011192142587
608,329,1688676317.2447217,592.7250857202067,270.87960148549973
607,321,1688676317.3715699,596.3877075304197,268.3418644916729
575,306,1688676317.4864824,599.6815983909323,266.3693172171794
549,293,1688676317.6412606,602.4930671478188,264.83936600201855
527,365,1688676317.77409,604.7012553313692,263.7597663806799
602,371,1688676317.9010143,606.3640475751217,263.2899914339938
691,348,1688676318.0179124,607.8467714246914,263.45790428967683
728,362,1688676318.1532183,609.5842210212413,264.1573442877044
791,265,1688676318.3084686,611.8702487932442,265.1935960095469
807,149,1688676318.4478214,614.8957648155997,266.0918349444172
814,68,1688676318.5564673,618.7145373434877,266.26113815766354
818,12,1688676318.6803932,623.2704870386647,265.28830023993845
844,-20,1688676318.7988741,628.5193675038242,262.9698559621553
892,-27,1688676318.9191864,634.5097560039596,259.27509386767963
873,-43,1688676319.0409105,641.2793112655623,254.27974585405462
850,-62,1688676319.174588,648.6873564066102,248.06504412283925
817,-59,1688676319.3575463,656.4798526564932,240.72105824478004
790,-40,1688676319.482765,664.4008979146095,232.41843142178442
614,129,1688676319.6330352,672.0055813022965,223.61409067332832
582,162,1688676319.7547126,678.6810176468337,214.9833068904017
550,212,1688676319.8823955,684.0877479368288,206.97555543188759
503,247,1688676320.0028648,688.1183101500484,199.81808269845394
458,290,1688676320.1510427,690.6436222775359,193.70191920645263
477,349,1688676320.2472544,691.6345876215063,188.8167780026981
498,391,1688676320.3651292,691.2673879137301,185.3588657185046
497,392,1688676320.4811983,689.7749527856394,183.40901240187333
532,400,1688676320.5979233,687.3635015787829,182.89603370072854
562,371,1688676320.717785,684.2888047600883,183.65413573277402
560,367,1688676320.8572648,680.7748133245065,185.46604882083625
559,361,1688676320.9633477,676.924936140213,188.14730297217864
557,341,1688676321.079492,672.7882849126522,191.53800037110057
575,308,1688676321.2011633,668.438295187842,195.42797164024213
607,332,1688676321.321422,664.0195080476899,199.65113013021252
595,420,1688676321.4482298,659.6675099659603,204.29845837414717
550,338,1688676321.5589783,655.3465911220551,209.47083740120846
536,362,1688676321.7154088,650.908971969876,215.00659715680345
545,330,1688676321.8003094,646.2992316566017,220.73846132627975
571,242,1688676321.914748,641.6063945734743,226.4248508348822
588,154,1688676322.04341,636.9808679101901,231.6039479316838
600,97,1688676322.1627016,632.5480511005916,235.8289147588932
640,43,1688676322.29112,628.4321917527167,238.80068201498293
663,14,1688676322.3927221,624.792376245273,240.34975588088975
706,-16,1688676322.5277436,621.788653895233,240.4089339065844
749,-39,1688676322.6467185,619.5941733228216,238.97072707276192
747,-26,1688676322.777331,618.3225238305535,236.10893244480613
751,-16,1688676322.8823886,617.9469702196843,232.00917034066114
739,7,1688676322.9963782,618.3666141572378,226.90772012104284
729,14,1688676323.1143425,619.4513875589819,221.03210525343636
716,50,1688676323.2387488,621.0590592049391,214.60507423361315
721,90,1688676323.3723228,623.0798001484006,207.8964983816565
703,103,1688676323.491202,625.4275609751361,201.16413239526716
705,115,1688676323.6037207,628.0117231018273,194.5640839073892
721,96,1688676323.721028,630.7952014613905,188.1474228719356
546,185,1688676323.8464937,633.5343128319205,182.02464472026753
528,256,1688676323.9572709,635.7024036244907,176.53736168815402
518,255,1688676324.0821524,637.0233619291736,171.98751016368496
532,263,1688676324.2134051,637.5434805797679,168.41578555987098
527,306,1688676324.331308,637.3630328175374,165.8250590263536
508,341,1688676324.4413726,636.5348517628191,164.3160904796116
532,366,1688676324.5731032,635.1041471485354,163.9858754958852
536,378,1688676324.6844933,633.1910200102969,164.8542797519826
542,385,1688676324.8039184,630.9130749509523,166.87204062720187
541,398,1688676324.9151561,628.34400572905,169.96346444043402
554,408,1688676325.0557072,625.5543822622406,174.060392940377
577,389,1688676325.171992,622.65401859221,179.0535013952885
583,363,1688676325.3160725,619.7667051587734,184.7401803557364
584,339,1688676325.4364524,616.9606746335812,190.87506490687812
589,313,1688676325.546863,614.2628330968905,197.228670953079
598,310,1688676325.6660275,611.7068683934813,203.62512828103308
598,238,1688676325.7894304,609.3264835884659,209.87022921054015
583,210,1688676325.9149408,607.1083539860689,215.68715750321144
592,221,1688676326.0370147,605.0176490899325,220.91564381494982
600,228,1688676326.1343715,603.0693022100389,225.58847014556525
604,235,1688676326.241696,601.3021911142478,229.78360201192748
578,236,1688676326.3782563,599.6929492941259,233.55895743879958
556,217,1688676326.4804015,598.1319126053296,236.92197254787763
535,202,1688676326.6152987,596.4899353991813,239.82023247853425
533,185,1688676326.7230964,594.6885354590921,242.18906614888007
548,183,1688676326.8327014,592.7404013798108,243.99566730834545
540,173,1688676326.9563658,590.7016617621452,245.24325223966318
546,166,1688676327.0849915,588.6011100706999,245.9408997852683
570,166,1688676327.2386892,586.4985403446137,246.10727277931468
570,167,1688676327.3500905,584.4855258893284,245.78853043934143
541,157,1688676327.4716568,582.5571088425511,245.02588656589552
556,248,1688676327.5973413,580.6527305101348,243.97592654938887
570,235,1688676327.7171345,578.8029700504173,242.90779475034014
586,243,1688676327.8316123,577.0992788911693,241.93652114494918
580,227,1688676327.950638,575.5948142405041,241.03856831267882
612,231,1688676328.075492,574.3301164324859,240.18219968576935
630,226,1688676328.2263682,573.3986100120437,239.34902260695415
636,227,1688676328.3536918,572.8790078310649,238.5341554565052
653,207,1688676328.4636812,572.7998016522544,237.7067734241853
591,195,1688676328.5896573,573.0828982969657,236.79838076639848
529,256,1688676328.7050076,573.4411126648961,235.84770884330914
564,211,1688676328.8258765,573.6433958160192,234.9599261503188
582,218,1688676328.9614108,573.7430358233847,234.10140673683347
575,223,1688676329.0358727,573.8439405018598,233.236036930006
576,296,1688676329.1570797,573.9527052768386,232.5013537470641
563,280,1688676329.2756393,574.0415162328882,232.08552761019027
629,341,1688676329.395041,574.1719723920039,232.1067490204825
730,224,1688676329.502807,574.6609794202096,232.50279180580768
857,117,1688676329.6401286,576.0461674453035,232.8220016991594
1068,135,1688676329.7565815,579.0536561979417,232.61240305442436
1291,118,1688676329.8623724,584.6252003341142,231.80205921543242
1528,90,1688676329.9893076,593.7670138203101,230.39453307061345
1624,106,1688676330.1171727,607.2106493583555,228.37747892998703
1663,92,1688676330.243811,625.1097146705434,225.81222175185624
1722,45,1688676330.3483763,647.2315506215227,222.68511212259492
1668,62,1688676330.4916124,673.1529551355613,218.94038312833226
1484,35,1688676330.5922835,701.981157462577,214.60641147219619
1323,82,1688676330.7092772,732.3879736618227,209.78523131888838
1185,148,1688676330.8405075,763.0864712000873,204.75104732739595
1075,128,1688676330.9517846,793.065455279896,199.78851212357588
977,154,1688676331.0661623,821.5575852293692,194.9952643633829
882,126,1688676331.1973107,847.9655024758224,190.38740892017623
791,125,1688676331.3467124,871.7991298506028,185.92703440448034
683,136,1688676331.4634979,892.6262613381267,181.59692253873865
612,144,1688676331.583293,910.0880323058782,177.45117056272989
563,132,1688676331.6976674,923.9987007231175,173.51660819571015
529,136,1688676331.8135793,934.3533995036352,169.77648005514615
522,117,1688676331.9403882,941.2842420173567,166.19855311732013
560,111,1688676332.0709708,945.096366959421,162.72815122458746
586,113,1688676332.1961596,946.234765802244,159.3318259097043
531,92,1688676332.2993257,945.0254181009037,155.9879986582429
532,69,1688676332.414993,941.6010039224611,152.61849965423542
517,11,1688676332.5476573,936.1151672205665,149.0627764697167
518,-22,1688676332.6597302,928.7760066217699,145.10946309325607
520,-46,1688676332.7821336,919.8054563992035,140.60690090990673
610,-10,1688676332.8972235,909.5668156939574,135.57338873374547
677,5,1688676333.0160758,898.6180086029689,130.1865070116808
723,22,1688676333.1441503,887.4931374635215,124.63649251642272
762,63,1688676333.28398,876.5657221915861,119.10476194791913
740,93,1688676333.4352894,866.028281418616,113.81062199108628
717,101,1688676333.568395,855.8604838087136,108.9196285601221
689,110,1688676333.684876,845.9424298874944,104.49850287352666
678,113,1688676333.82365,836.1741604864296,100.56613165102185
671,120,1688676333.9153814,826.5136679870652,97.12630474881033
800,107,1688676334.0502207,817.1584190168862,94.15317927803349
905,98,1688676334.1694129,808.6522062200338,91.5740555121922
1110,77,1688676334.2797847,801.7518251864651,89.28644527270944
1346,85,1688676334.4010746,797.4280381059136,87.21011519162532
1525,65,1688676334.5190177,796.6880541233169,85.29838908222679
1680,114,1688676334.6485384,800.2554538736736,83.57002237990554
1801,132,1688676334.7615795,808.5489604357336,82.15636904906493
1912,111,1688676334.8850782,821.7662371799106,81.12627120708977
1887,87,1688676335.002144,839.7771758092997,80.37512531671122
1943,48,1688676335.1155846,862.1430535567948,79.71987140570198
1949,41,1688676335.241377,888.4106898608037,78.99469120052771
1952,38,1688676335.3492527,918.119549401238,78.12921368836828
1997,61,1688676335.4951794,950.81692386224,77.15791173380009
1957,46,1688676335.5961654,986.0743977345567,76.13859935359935
1869,5,1688676335.7160115,1023.2360134193626,75.01203218857123
1780,-71,1688676335.850376,1061.437277750137,73.54284488634616
1771,-58,1688676335.9591157,1099.942514118237,71.51220339052267
1776,-73,1688676336.1319838,1138.3449465443373,68.89593927228978
1796,-64,1688676336.2964897,1176.4612709521462,65.75929787656187
1818,-62,1688676336.407488,1214.1964896288034,62.18273493138354
1816,-8,1688676336.5318308,1251.460515561362,58.33157446782074
1841,29,1688676336.6468759,1288.1476888267505,54.47245813900992
1869,68,1688676336.7832704,1324.2151558835033,50.87328765669064
1944,126,1688676336.8901863,1359.745312296593,47.781029206975376
1980,146,1688676337.0177245,1394.8999325244476,45.41661530007477
2012,139,1688676337.1315956,1429.7747275511283,43.85049781180527
2054,177,1688676337.2719114,1464.4028098820847,43.07223695673532
2063,181,1688676337.4031923,1498.7903656657938,43.110330842736715
2097,198,1688676337.5176845,1532.898958207557,43.970859222538714
2091,190,1688676337.6444838,1566.6621605997275,45.60613827944922
2071,162,1688676337.7642019,1599.921552361578,47.8855254351472
1996,145,1688676337.8813708,1632.3582800967781,50.60930736918039
1982,102,1688676338.000399,1663.599642670295,53.56105541879924
1926,100,1688676338.1136136,1693.355762123148,56.54578519151241
1884,98,1688676338.2495942,1721.3627921280406,59.47081834050739
1890,71,1688676338.35926,1747.4446697785704,62.277002488480655
1826,80,1688676338.4881215,1771.513690572947,64.89161270585157
1855,85,1688676338.6075654,1793.504631079283,67.31364679357594
1708,118,1688676338.7170944,1813.2834682841951,69.62531271836617
1561,135,1688676338.854527,1830.3640942073378,71.95351185056248
1619,79,1688676338.968601,1844.369815545222,74.29897392593163
1682,44,1688676339.0809162,1855.5890996226797,76.45584428134487
1692,88,1688676339.2057073,1864.5335164656242,78.31130481227497
1759,117,1688676339.330854,1871.6097032826128,80.00625208940147
1814,151,1688676339.4445744,1877.2641680476288,81.7467425008872
1851,181,1688676339.6051803,1881.9267067882388,83.70370342886993
1720,168,1688676339.6827867,1885.6714904987134,85.96146630234722
1679,177,1688676339.799481,1888.1837943363469,88.49418175101607
1601,182,1688676339.913001,1889.1526381541757,91.2727194382322
1672,204,1688676340.0415814,1888.5503497502134,94.3149557384476
1744,193,1688676340.1651998,1886.7449046963932,97.6309498207417
1835,195,1688676340.2828405,1884.3214531210515,101.17539960172749
1573,176,1688676341.3382113,1881.3475197613882,104.86544479416153
1297,152,1688676342.3767633,1876.8605686702576,108.57632184257729
1204,139,1688676342.4822125,1869.7183828935686,112.16699906117444
1033,104,1688676343.3430686,1859.3156136153918,115.50467280632812
870,83,1688676343.595833,1845.1809530285811,118.44418484352049
757,102,1688676343.7285345,1826.8969840867899,120.92532458087179
622,103,1688676343.834595,1804.240412531023,123.0081571681153
544,180,1688676343.976264,1777.1292738105424,124.86586826139094
466,174,1688676344.0499985,1745.6509904712648,126.7293915924964
378,144,1688676344.158137,1709.9781578345921,128.63843921382474
397,106,1688676344.2707555,1670.417123964862,130.42479815575396
432,102,1688676344.3756514,1627.5868138679475,131.92989501971647
460,114,1688676344.4845366,1582.253385551156,133.12474776910673
497,122,1688676344.5901847,1535.133118510217,134.0760016733928
547,127,1688676344.6869416,1486.912499655108,134.85203335815783
590,124,1688676344.8096857,1438.2531947581863,135.48869905301945
602,110,1688676344.9020104,1389.7029539357375,135.9749808969433
543,301,1688676345.00393,1341.546295318981,136.55807952621825
590,331,1688676345.1153796,1293.9374071809955,137.80701326717565
640,387,1688676345.22184,1247.221840138697,140.09379972828077
686,442,1688676345.3293054,1201.8616433496531,143.58419814090627
739,497,1688676345.4332142,1158.2652266524908,148.45460683840005
799,589,1688676345.5388772,1116.812572801762,154.90747710056053
831,632,1688676345.6515965,1077.8208714062296,163.151282989967
874,688,1688676345.784034,1041.5038904504895,173.2918037877559
843,722,1688676345.8966424,1007.9201269159279,185.3467048610032
852,741,1688676345.9973085,976.9639206402736,199.25324434065047
880,770,1688676346.0978696,948.5619434256439,214.88295887592585
865,794,1688676346.2039611,922.6848642309891,232.11081583146193
842,798,1688676346.296958,899.1818638612787,250.78630681413748
838,799,1688676346.407223,877.8455403824283,270.6960217732355
846,801,1688676346.5550704,858.5391167290767,291.6051881733538
858,801,1688676346.6771586,841.1971277123511,313.2934993795996
829,786,1688676346.7777245,825.7187542076872,335.53292398778274
